"plot_id","x_KKJ","y_KKJ","x_ETRS","y_ETRS","lon_WGS84","lat_WGS84"
17552,3500941.617,6762089.239,500771.374955485,6759252.73998645,27.0142478396252,60.9682657744235
17571,3516951.223,6761688.625,516774.540496328,6758852.3607225,27.3097999768141,60.9643159599882
17574,3516937.359,6762893.541,516760.676550306,6760056.79175779,27.3096490465329,60.9751297086927
17611,3548929.716,6761679.822,548740.162688384,6758843.70760213,27.9000960824192,60.9615890665128
17612,3548948.157,6762079.782,548758.594439732,6759243.5066843,27.9005378685654,60.965175728403
17613,3548948.493,6762489.46,548758.928435262,6759653.01977201,27.9006479815018,60.9688518212926
17614,3548949.999,6762882.331,548760.432037043,6760045.73263073,27.9007754610821,60.9723769548391
17633,3564958.064,6762484.91,564762.054550956,6759648.5445465,28.1961809449987,60.9665131058217
17651,3580950.386,6761702.293,580747.941276715,6758866.31535207,28.4910119775847,60.9565499545664
17652,3580946.621,6762086.177,580744.17604944,6759250.0447627,28.491103666882,60.9599946649771
19173,3196955.732,6778482.797,196907.563379703,6775638.28820357,21.3915510500684,60.9987566127384
19174,3196963.326,6778864.23,196915.152516567,6776019.568181,21.3910880912617,61.0021691389641
19191,3212958.477,6777675.302,212903.890371613,6774831.19335919,21.6872191757217,61.0034966281586
19194,3212959.861,6778895.154,212905.268021465,6776050.55579863,21.6854177947818,61.0143978754563
19211,3228964.199,6777673.458,228903.188371986,6774829.42605347,21.981917959006,61.0147925934623
19212,3228960.887,6778077.686,228899.875785339,6775233.49178336,21.9812849470196,61.0184040620118
19213,3228961.218,6778484.925,228900.204722784,6775640.56732204,21.9807146258143,61.0220449450546
19251,3260934.583,6777695.457,260860.737875435,6774851.56736937,22.5712170307864,61.0356597530679
19252,3260949.512,6778079.753,260875.659068893,6775235.70914031,22.5710119751757,61.0391072717095
19253,3260946.515,6778494.534,260872.661316574,6775650.32358675,22.5704379754149,61.042816678995
19271,3276961.302,6777676.329,276881.021674713,6774832.52253793,22.8669891383854,61.0448830344095
19272,3276968.126,6778083.381,276887.841019428,6775239.41110972,22.8666399282104,61.0485303735645
19273,3276959.7,6778477.339,276879.416550182,6775633.21086808,22.8660243387936,61.0520518732577
19274,3276952.966,6778884.036,276872.683342171,6776039.74451893,22.8654249596507,61.0556883506039
19292,3292950.996,6778084.383,292864.292393774,6775240.48777837,23.1618058151981,61.0572644029114
19293,3292952.985,6778498.037,292866.278654348,6775653.97565207,23.1613938235217,61.0609693401565
19294,3292961.224,6778894.507,292874.512485987,6776050.28645679,23.1611158538404,61.0645236937639
19331,3324949.3,6777677.053,324849.745168431,6774833.47115853,23.7536433323479,61.0691445459324
19351,3340949.84,6777682.45,340843.856621092,6774838.94061037,24.0495988598175,61.0759864879113
19352,3340941.111,6778088.381,340835.12923761,6775244.70846488,24.0490984670795,61.0796210299411
19353,3340959.264,6778475.556,340853.273140923,6775631.72798091,24.0491110791225,61.083098344028
19354,3340949.906,6778885.969,340843.916990472,6776041.97603187,24.0485951096051,61.0867727942529
19393,3372975.099,6778489.919,372856.242345514,6775646.23387115,24.6418323224046,61.0948768415967
19394,3372955.552,6778871.967,372836.701432103,6776028.12822832,24.6412150864403,61.0982961786492
19411,3388953.056,6777689.332,388827.780846384,6774846.04260464,24.9382857691102,61.0925386143356
